english	mandarin
TOA PAYOH BRIDGE	大巴窑桥
TOA PAYOH CENTRAL	大巴窑中路
Toa Payoh Central Community Club	大巴窑中民众俱乐部
TOA PAYOH EAST	大巴窑东路
Toa Payoh East Community Club	大巴窑东民众俱乐部
Toa Payoh Girls' Home	大巴窑少女收容所
TOA PAYOH INDUSTRIAL PARK	大巴窑工业园
Toa Payoh MRT Station	大巴窑地铁站
TOA PAYOH NORTH	大巴窑北路
TOA PAYOH NORTH FLYOVER	大巴窑北立交桥
Toa Payoh Public Library (TPPL)	大巴窑公共图书馆
TOA PAYOH RISE	大巴窑坡
Toa Payoh South Community Club	大巴窑南民众俱乐部
TOA PAYOH SOUTH FLYOVER	大巴窑南立交桥
TOA PAYOH WEST	大巴窑西路
Toa Payoh West Community Club	大巴窑西民众俱乐部
Todo Todo	“职导做到”计划
Together, A Better Future	共建更美好未来
TOH AVENUE	卓道
Toh Clan General Association	新加坡卓氏总会
TOH CLOSE	卓弄
TOH CRESCENT	卓弯
TOH DRIVE	卓通道
TOH GUAN FLYOVER	卓源立交桥
TOH GUAN ROAD	卓源路
TOH GUAN ROAD EAST	卓源东路
TOH HEIGHTS	卓岭
TOH STREET	卓街
TOH TUCK AVENUE	道德道
TOH TUCK CLOSE	道德弄
TOH TUCK CRESCENT	道德弯
TOH TUCK DRIVE	道德通道
TOH TUCK FLYOVER	道德立交桥
TOH TUCK LINK	道德连路
TOH TUCK PLACE	道德坊
TOH TUCK RISE	道德坡
TOH TUCK ROAD	道德路
TOH TUCK TERRACE	道德台
TOH TUCK WALK	道德径
TOH YI DRIVE	道义通道
TOH YI ROAD	道义路
Toh-Si Cheng Gee Chor Shee	杜氏贞义祖祠
Toll	过路费
TOMLINSON ROAD	汤林生路
Tong Bee Sia	同美社
TONG LEE ROAD	东利路
TONG WATT ROAD	东发路
TONGKANG BRIDGE	同港桥
Tongkang LRT Station	同港轻轨列车站
TOPAZ ROAD	多珀路
Topical Fluoride	局部涂氟
Topographic Survey	地形测量
Topographical Plan	地形测量图
TORONTO ROAD	托兰多路
TOSCA STREET	托士卡街
TOSCA TERRACE	托士卡台
Total Debt Servicing Ratio (TDSR)	房贷总偿债比率
Total Fertility Rate (TFR)	总生育率
Tote Board	新加坡赛马博彩管理局 (赛马博彩局)
Tote Board - Enabling Lives Initiative	新加坡赛马博彩管理局−协立生活计划
Tote Board Arts Grant	新加坡赛马博彩管理局津贴
TOUCH Caregivers Support	触爱关怀者扶持服务
Tourist Refund Scheme (TRS)	退税服务
Towards an Advanced Economy: Superior Skills, Quality Jobs, Higher Incomes	迈向先进经济：卓越技能、优质工作、更高薪金
Town Council	市镇理事会
TOWN HALL LINK	大会堂连路
Town Hub	市镇中心
Town Sports and Recreation Centre	市镇体育及休闲中心
Town Subdivision (TS) Number	市区分段编号
TOWNER ROAD	陶纳路
TOWNSHEND ROAD	陶胜路
TRACTOR ROAD	拖拉机路
Trade & Connectivity	贸易、运输与物流产业群
Trade and Internationalisation	贸易与国际化
Trade Associations and Chambers (TACs)	行业公会与商会
Trade Associations and Chambers-Collaborative Industry Projects (TAC-CIP)	商会组织-业界合作项目
Trade Credit Insurance Scheme (TCIS)	贸易信贷保险计划
Trade Disputes Act	贸易纠纷法令
Trade Facilitation Scheme (TFS)	贸易促进计划
Trade financing	贸易融资
Trade Financing Loans	贸易融资贷款
Trade Marks Act	商标法令
Trade Unions Act	工会法令
TradeNet System	贸易网络系统
TradeTrust	贸易互信
Traditional Arts	传统艺术
Traditional Arts Organisation Consultancy Programme	传统艺术机构咨询计划
Traditional Chinese Medicine Practitioners Board (TCMPB)	中医管理委员会 (中医管委会)
TRAFALGAR STREET	特拉法加街
Traffic Accident Fund (TAF)	交通意外基金
Traffic Police Department	交通警局
Traffic Prediction Tool	交通预测系统
Traffic Separation Scheme (TTS)	分道通航制
Trafficking in Persons (TIP)	人口贩卖
Trailblazer Counter-Mine Vehicle	拓荒者扫雷车
Train Checkpoint	火车关卡检查站
Train Reliability	地铁可靠性
Train-and-Place model	“先受训再任职”模式
Training & Development Programmes	训练与发展项目
Training Command	训练指挥处
Training Commitment Award (TCA)	坚持受训奖
Training Employment Pass	受训就业准证
Training Hub	培训中心
TRANS SAFE Centre	传希家庭和睦中心
Transboundary Air Pollution	越境空气污染
Transfer Pricing	价格转移税制
Transfer Rebate	转车回扣
Transferee	被转让者
Transferor	转让者
Transform and Grow Initiative	转型与提升计划
Transformative Power of the Arts	艺术转型力量
Transforming stage	变幻舞台
TRANSIT ROAD	德兰习路
Transitional Subsidies (TS)	过渡津贴
Translation Talent Development Scheme (TTDS)	翻译人才培育计划
Transmission Code	电力输送守则
Transmission Loss Factor	电力传输损耗系数
Transmission network	输电网
Trans-Pacific Strategic Economic Partnership Agreement (TPSEP)	跨太平洋策略性经济伙伴协定
Transport Engineering Industry	运输工程业
Transport Hub	综合公共交通枢纽
TRAS LINK	道拉实连路
TRAS STREET	道拉实街
Travel Demand Management	出行需求管理
Travel Smart	灵活行程规划
Travel Smart Day	灵活行程规划日
Travel Smart Network	灵活行程规划网络
Travel Smart Rewards	灵活行程规划奖励
Travelling exhibitions	巡回展览
TREASURE BRIDGE	珍宝桥
TREASURE ISLAND	珍宝岛
TRENGGANU STREET	丁加奴街(俗称牛车水，戏院横街)
TREVOSE CRESCENT	特利华士弯
TREVOSE PLACE	特利华士坊
Trial Court	审理法庭
Triangle Sign	三角形警告标志
Tribunal for the Maintenance of Parents (TMP)	赡养父母仲裁庭
Tripartite Advisory for Responsible Outsourcing Practices	劳资政外包服务指导建议
Tripartite Alliance for Dispute Management (TADM)	劳资政纠纷调解联盟
Tripartite Alliance for Fair and Progressive Employment Practices (TAFEP)	劳资政公平与良好雇佣联盟
Tripartite Guidelines for Fair Employment Practices	劳资政公平雇佣原则
Tripartite Guidelines on Managing Excess Manpower	劳资政管理过剩人力指导原则
Tripartite Guidelines on the Re-employment of Older Employees	劳资政重新雇用年长员工指导原则
Tripartite standards (Procurement of service from media freelancers)	劳资政媒体自由业者服务采购标准
TRIPARTITE WAY	劳资政大道
TRURO ROAD	杜鲁洛路
Trusses	桁架
Trust Deed	信托契约书
Trustee of Estate	产业信托人
Trustees Act	信托人法令
TU FU AVENUE	杜甫道
TUA KONG PLACE	大公坊
TUA KONG TERRACE	大公台
TUA KONG WALK	大公径
TUAH ROAD	杜娃路
TUAS AVENUE 1	大士1道
TUAS AVENUE 10	大士10道
TUAS AVENUE 11	大士11道
TUAS AVENUE 12	大士12道
TUAS AVENUE 13	大士13道
TUAS AVENUE 14	大士14道
TUAS AVENUE 16	大士16道
TUAS AVENUE 18	大士18道
TUAS AVENUE 18A	大士18A道
TUAS AVENUE 2	大士2道
TUAS AVENUE 20	大士20道
TUAS AVENUE 3	大士3道
TUAS AVENUE 4	大士4道
TUAS AVENUE 5	大士5道
TUAS AVENUE 6	大士6道
TUAS AVENUE 7	大士7道
TUAS AVENUE 8	大士8道
TUAS AVENUE 9	大士9道
TUAS BASIN CLOSE	大士盆地弄
TUAS BASIN LANE	大士盆地巷
TUAS BASIN LINK	大士盆地连路
TUAS BAY CLOSE	大士湾弄
TUAS BAY DRIVE	大士湾通道
TUAS BAY LANE	大士湾巷
TUAS BAY LINK	大士湾连路
TUAS BAY STREET	大士湾街
TUAS BAY WALK	大士湾径
Tuas Biomedical Park (TBP)	大士生物医药园
TUAS CHECKPOINT VIADUCT	大士关卡高架桥
TUAS CRESCENT	大士弯
Tuas Crescent MRT Station	大士弯地铁站
TUAS DRIVE 1	大士1通道
TUAS DRIVE 2	大士2通道
TUAS FLYOVER	大士立交桥
Tuas Incineration Plant	大士垃圾焚化厂
TUAS LANE	大士巷
TUAS LINK 1	大士1连路
TUAS LINK 2	大士2连路
TUAS LINK 3	大士3连路
TUAS LINK 4	大士4连路
Tuas Link MRT Station	大士连路地铁站
TUAS LOOP	大士环道
Tuas Naval Base	大士海军基地
TUAS ROAD	大士路
TUAS SOUTH AVENUE 1	大士南1道
TUAS SOUTH AVENUE 10	大士南10道
TUAS SOUTH AVENUE 12	大士南12道
TUAS SOUTH AVENUE 14	大士南14道
TUAS SOUTH AVENUE 16	大士南16道
TUAS SOUTH AVENUE 18	大士南18道
TUAS SOUTH AVENUE 2	大士南2道
TUAS SOUTH AVENUE 3	大士南3道
TUAS SOUTH AVENUE 4	大士南4道
TUAS SOUTH AVENUE 5	大士南5道
TUAS SOUTH AVENUE 6	大士南6道
TUAS SOUTH AVENUE 7	大士南7道
TUAS SOUTH AVENUE 8	大士南8道
TUAS SOUTH AVENUE 9	大士南9道
TUAS SOUTH BOULEVARD	大士南林荫道
TUAS SOUTH CLOSE	大士南弄
TUAS SOUTH DRIVE	大士南通道
Tuas South Incineration Plant	大士南垃圾焚化厂
TUAS SOUTH LANE	大士南巷
TUAS SOUTH LINK 1	大士南1连路
TUAS SOUTH LINK 2	大士南2连路
TUAS SOUTH LINK 3	大士南3连路
TUAS SOUTH LINK 4	大士南4连路
TUAS SOUTH PLACE	大士南坊
TUAS SOUTH ROAD	大士南路
TUAS SOUTH STREET 1	大士南1街
TUAS SOUTH STREET 10	大士南10街
TUAS SOUTH STREET 11	大士南11街
TUAS SOUTH STREET 12	大士南12街
TUAS SOUTH STREET 13	大士南13街
TUAS SOUTH STREET 15	大士南15街
TUAS SOUTH STREET 2	大士南2街
TUAS SOUTH STREET 3	大士南3街
TUAS SOUTH STREET 5	大士南5街
TUAS SOUTH STREET 6	大士南6街
TUAS SOUTH STREET 7	大士南7街
TUAS SOUTH STREET 8	大士南8街
TUAS SOUTH STREET 9	大士南9街
TUAS SOUTH VIEW	大士南景
TUAS SOUTH WALK	大士南径
TUAS SOUTH WAY	大士南道
TUAS STREET	大士街
Tuas Terminal	大士码头
TUAS UNDERPASS	大士地下车道
TUAS VIADUCT	大士高架桥
TUAS VIEW CIRCUIT	大士景环
TUAS VIEW CLOSE	大士景弄
TUAS VIEW CRESCENT	大士景弯
TUAS VIEW DRIVE	大士景通道
TUAS VIEW LANE	大士景巷
TUAS VIEW LINK	大士景连路
TUAS VIEW LOOP	大士景环路
TUAS VIEW PLACE	大士景坊
TUAS VIEW SQUARE	大士景广场
TUAS VIEW WALK 1	大士景1径
TUAS VIEW WALK 2	大士景2径
TUAS WEST AVENUE	大士西道
TUAS WEST DRIVE	大士西通道
Tuas West Extension	大士西延长线
TUAS WEST ROAD	大士西路
Tuas West Road MRT Station	大士西路地铁站
TUAS WEST STREET	大士西街
TUAS WEST UNDERPASS	大士西地下车道
TUDOR CLOSE	都德弄
TUKANG INNOVATION DRIVE	都康创新通道
TUKANG INNOVATION GROVE	都康创新林
TUKANG INNOVATION LANE	都康创新巷
Tung Ann Clan International Convention	世界同安联谊会
Tung Ann District Guild	新加坡同安会馆
Tung On Wui Kun	新加坡东安会馆
TUNG PO AVENUE	东坡道
TURF CLUB AVENUE	赛马公会道
TURF CLUB FLYOVER	赛马公会立交桥
TURF CLUB ROAD	赛马公会路
TURNHOUSE ROAD	邓豪士路
TURUT TRACK	都鲁乡道
TYERSALL AVENUE	泰瑟道
TYERSALL ROAD	泰瑟路
Typical Household	典型家庭
TYRWHITT ROAD	德威路
UBI AVENUE 1	乌美1道
UBI AVENUE 2	乌美2道
UBI AVENUE 3	乌美3道
UBI AVENUE 4	乌美4道
UBI CLOSE	乌美弄
UBI CRESCENT	乌美弯
UBI LINK	乌美连路
Ubi MRT Station	乌美地铁站
UBI ROAD 1	乌美1路
UBI ROAD 2	乌美2路
UBI ROAD 3	乌美3路
UBI ROAD 4	乌美4路
UBI VIEW	乌美景
Ultimate Singapore Selfie Contest	狮城自拍大比拼
Ulu Pandan Community Club	乌鲁班丹民众俱乐部
Ulu Pandan Refuse Incineration Plant	乌鲁班丹垃圾焚化厂
ULU PANDAN ROAD	乌鲁班丹路
ULU SEMBAWANG FLYOVER	乌鲁三巴旺立交桥
UN CEDAW Committee	联合国消除对妇女一切形式歧视公约委员会
UN Commission on the Status of Women (CSW)	联合国妇女地位委员会
Unaccounted-for-water (UFW)	未计水量/流失水量/流失的水
Unauthorised Structure	未经授权设立的结构
Uncontested Election	无竞选的选举
Underage	未达投票年龄
'Understanding the Social Service Sector: History of Social Services in Singapore'	了解社会服务:新加坡社会服务的历史
Unfair Contract Terms Act	不公平合同条款法令
Unicameral Parliament	单院制国会
Uninsured	未受保人士
UNION LANE	工联巷
UNION STREET	工联街
Unique Entity Number (UEN)	机构识别号码
United Nations Act	联合国法令
United Nations Convention on the Law of the Sea	联合国海洋法公约
United People's Front	人民联合阵线
United Singapore Democrats (USD)	统一新加坡民主党
UNITY STREET	团结街
Universal coverage	全民受保
Universal Design (UD) Mark Award	通用设计标志奖
University Cultural Centre	国大文化中心
UNIVERSITY FLYOVER	大学立交桥
UNIVERSITY ROAD	大学路
University Scholars Programme	国立大学博学计划
University Town	大学城
UNIVERSITY WALK	大学径
Unmanned Aerial Vehicle (UAV)	无人驾驶飞行器
Unmanned Aircraft	无人机
Unmanned Aircraft Systems Committee	无人机系统委员会
Unparliamentary Language	不适于在国会使用的语言
Unsecured Creditor	无抵押债权人
Unutilised Losses	未使用亏损
Up the value chain-help SMEs raise their capabilities to expand into value added activities	协助中小型企业拓展高增值业务
UPAVON ROAD	巫爱文路
Uplifting Pupils in Life and Inspiring Families Taskforce (UPLIFT)	“提升”工作小组
UPPER ALJUNIED LANE	阿裕尼巷上段
UPPER ALJUNIED LINK	阿裕尼连路上段
UPPER ALJUNIED ROAD	阿裕尼路上段
UPPER BEDOK ROAD	勿洛路上段
UPPER BOON KENG ROAD	文庆路上段
UPPER BUKIT TIMAH ROAD	武吉知马路上段
UPPER BUKIT TIMAH VIEW	武吉知马景上段
UPPER CHANGI FLYOVER	樟宜上段立交桥
UPPER CHANGI LINK	樟宜连路上段
Upper Changi MRT Station	樟宜上段地铁站
UPPER CHANGI ROAD	樟宜路上段
UPPER CHANGI ROAD EAST	樟宜东路上段
UPPER CHANGI ROAD NORTH	樟宜北路上段
UPPER CIRCULAR ROAD	沙球朥路上段 (俗称潮洲马车街）
UPPER CROSS STREET	克罗士街上段 (俗称海山街)
UPPER DICKSON ROAD	狄生路上段
UPPER EAST COAST ROAD	东海岸路上段
UPPER HOKIEN STREET	福建街上段 (俗称长泰街)
UPPER JURONG ROAD	裕廊路上段
UPPER NERAM ROAD	尼蓝路上段
UPPER PAYA LEBAR ROAD	巴耶利巴路上段
UPPER PAYA LEBAR UNDERPASS	巴耶利巴上段地下车道
UPPER PICKERING STREET	必麒麟街上段 (俗称为单边街)
UPPER RING ROAD	上环路
UPPER SELETAR FLYOVER	实里达上段立交桥
UPPER SERANGOON CRESCENT	实龙岗弯上段
UPPER SERANGOON ROAD	实龙岗路上段
UPPER SERANGOON VIEW	实龙岗景上段
UPPER THOMSON FLYOVER	汤申上段立交桥
UPPER THOMSON ROAD	汤申路上段
UPPER TOH TUCK TERRACE	道德台上段
UPPER WELD ROAD	卫德路上段
UPPER WILKIE ROAD	威基路上段
URA Gallery	城市规划展览馆
Urban Design	城市设计
Urban logistics system	城市物流系统
Urban Planning	城市规划
Urban Planning & Design (UPD)	城市规划与设计
Urban Planning Excellence (UPE)	卓越城市规划
Urban Redevelopment Authority (URA)	市区重建局 (市建局)
Urban Trail	市区美景之旅
Urgent Bill	紧急法案
U-Save rebate	水电费回扣
U-Save Rebates	水电费回扣
US-Singapore Free Trade Agreement (USSFTA)	美国-新加坡自由贸易协定
Vacant Possession	空置接收
Vacation of Seat	席位悬空
Vaccination	疫苗注射
Validation and Submission Application	电子提交雇用入息验证应用系统
VALLEY ROAD	华丽路
Valuation Limit	估价顶限
Valuation Report	估价报告
Valuation Review Board	估价检讨委员会
Value added of industry	工业增值
Value added/worker	员工为企业带来的平均增值/员工增值
Value added/worker (Nominal)	员工名义增值
Values in Action (VIA)	德育在于行动
VANDA AVENUE	万达兰路
VANDA CRESCENT	万达兰弯
VANDA DRIVE	万达兰通道
VANDA LINK	万达兰连路
Vanda Miss Joaquim	卓锦万代兰
VANDA ROAD	万达兰路
Vanguard technology firms	先进技术企业
Variable Salinity Plant	双用海水淡化器
VAUGHAN ROAD	富安路
Vector-borne Diseases	通过传病载体所传染的疾病
VEERAGOO CLOSE	维拉古弄
VEERASAMY ROAD	维拉三美路
Vehicle Entry Permit (VEP) Fee	车辆入境准证费
Vehicle Watchgroups	看守车辆小组
Vehicular Emissions Scheme	车辆减排税务计划
Venice Biennale	威尼斯双年展
Venture Accelerators	促进风险投资机构
VENTURE AVENUE	兴业道
Venture Debt Programme	创投债务计划
Venture debt risk-sharing programme	创投债务计划
VENTURE DRIVE	兴业通道
VENUS DRIVE	维纳士通道
VENUS ROAD	维纳士路
Verbatim Reporter	逐字记录员
VERDE AVENUE	丰涛道
VERDE CRESCENT	丰涛弯
VERDE GROVE	丰涛林
VERDE PLACE	丰涛坊
VERDE VIEW	丰涛景
VERDE WALK	丰涛径
VERDUN ROAD	凡尔登路
Verification Seal	验证封条
VERNON PARK	翡珑园
Vertical Climb	垂直仰冲
Vertical Split	垂直分离飞行表演
Vessel Traffic Information System (VTIS)	船只交通资讯系统
Vested to the State	授予国家
Vesting Order	归併令
Viaduct/Flyover	高架桥／天桥
Vibrant Gujarat Summit	活力古吉拉特邦峰会
VICTORIA BRIDGE	维多利亚桥
Victoria Concert Hall	维多利亚音乐厅
VICTORIA LANE	维多利亚巷
VICTORIA LINK	维多利亚连路
VICTORIA PARK CLOSE	维多利亚园弄
VICTORIA PARK GROVE	维多利亚园林道
VICTORIA PARK ROAD	维多利亚园路
VICTORIA STREET	维多利亚街
Victoria Theatre	维多利亚剧院
Victoria Theatre and Concert Hall	维多利亚剧院及音乐厅
Victory-class Missile Corvette	胜利级导弹驱潜快艇
VIEW ROAD	美景路
VIGILANTE DRIVE	维安通道
VIKING ROAD	维京路
Vikram Nair	维凯
Violin Loan Scheme	小提琴借用计划
Vision 2030	2030愿景
Visit Pass	观光证
Visitor Services Centre	访客服务中心
VISTA EXCHANGE GREEN	汇达埔
VISTA TERRACE	维斯达台
Visual Arts	视觉艺术
Visually Impaired	视力障碍
Vocational Assessment	职能评估
Vocational Licence Points System (VLPS)	职业执照记分制度
Vocation-based deployments	职业为基础的部署
Voices of Youth @ PAYM Series	人协青运青年对话论坛会系列
Voluntary Accreditation Scheme	自愿性认证计划
Voluntary Aftercare Officer	志愿辅导员
Voluntary Arrangement Scheme	自愿债务重组计划
Voluntary Compliance	自愿披露
Voluntary CPF Contribution	自愿公积金缴交额
Voluntary Early Redevelopment Scheme	自愿提早重建计划
Voluntary Kindergarten Accreditation Framework	自愿参与幼稚园认证计划
Voluntary Savings	自愿储蓄
Voluntary Standard	自愿性标准
Voluntary Welfare Organization (VWO)	志愿福利团体
Volunteer Advisory Group	志愿咨询小组
Volunteer Probation Officer	志愿缓刑监督官
Vote	表决
Vote of Confidence	信任票
Vote of Credit	授权开支
Vote of No Confidence	不信任票
Vote on Account	临时开支授权
Voter Serial Number	选民编号
Votes and Proceedings	议案
Vulnerability Study	脆弱性研究
Vulnerable Witness Support Programme	脆弱证人援助计划
VWOs-Charities Capability Fund (VCF)	慈善福利团体技能提升基金
Wafer Fab Plants	晶片圆盘制造厂
Wafer Fabrication Park	晶片工业园
Wage Credit Scheme (WCS)	加薪补贴计划
Waiting time	等候时间
Waiver of competition (WOC)	无需公开竞标
WAJEK WALK	华杰径
WAK HASSAN DRIVE	华克哈山通道
WAK HASSAN PLACE	华克哈山坊
Walk Singapore: Bras Basah,Bugis	走遍新加坡：勿拉士峇沙和武吉士区
Walk2Ride	畅行乘车计划
WALLACE WAY	华丽士大道
WALLICH STREET	华利街
WALMER DRIVE	华玛通道
WALSHE ROAD	华士路
WALTON ROAD	华敦路
WAN LEE ROAD	万利路
Wan Qing CultureFest	文化飨宴艺晚晴
WAN THO AVENUE	运涛道
WAREHAM ROAD	卫翰路
WARINGIN PARK	花林荫园
