Top 10 Country,Country,Type of Visa
Lithuania,Liberia,visa required
Lithuania,Libya,visa required
Lithuania,Liechtenstein,visa-free
Lithuania,Lithuania,
Lithuania,Luxembourg,visa-free
Lithuania,Macao,visa-free
Lithuania,Macedonia (FYROM),visa-free
Lithuania,Madagascar,visa on arrival
Lithuania,Malawi,visa on arrival
Lithuania,Malaysia,visa-free
Lithuania,Maldives,visa on arrival
Lithuania,Mali,visa required
Lithuania,Malta,visa-free
Lithuania,Marshall Islands,visa-free
Lithuania,Mauritania,visa on arrival
Lithuania,Mauritius,visa-free
Lithuania,Mexico,visa-free
Lithuania,Micronesia,visa-free
Lithuania,Moldova,visa-free
Lithuania,Monaco,visa-free
Lithuania,Mongolia,visa required
Lithuania,Montenegro,visa-free
Lithuania,Morocco,visa-free
Lithuania,Mozambique,visa on arrival
Lithuania,Myanmar [Burma],visa required / eVisa
Lithuania,Namibia,visa required
Lithuania,Nauru,visa required
Lithuania,Nepal,visa on arrival
Lithuania,Netherlands,visa-free
Lithuania,New Zealand,visa-free
Lithuania,Nicaragua,visa-free
Lithuania,Niger,visa required
Lithuania,Nigeria,visa required
Lithuania,North Korea,visa required
Lithuania,Norway,visa-free
Lithuania,Oman,visa on arrival
Lithuania,Pakistan,visa required
Lithuania,Palau,visa-free
Lithuania,Palestinian Territories,visa-free
Lithuania,Panama,visa-free
Lithuania,Papua New Guinea,visa on arrival
Lithuania,Paraguay,visa-free
Lithuania,Peru,visa-free
Lithuania,Philippines,visa-free
Lithuania,Poland,visa-free
Lithuania,Portugal,visa-free
Lithuania,Qatar,Visa waiver on arrival
Lithuania,Romania,visa-free
Lithuania,Russian Federation,visa required
Lithuania,Rwanda,visa required / eVisa
Lithuania,Saint Kitts and Nevis,visa-free
Lithuania,Saint Lucia,visa-free
Lithuania,Samoa,visa-free
Lithuania,San Marino,visa-free
Lithuania,Sao Tome and Principe,visa-free
Lithuania,Saudi Arabia,visa required
Lithuania,Senegal,visa-free
Lithuania,Serbia,visa-free
Lithuania,Seychelles,visitor’s permit
Lithuania,Sierra Leone,visa required
Lithuania,Singapore,visa-free
Lithuania,Slovakia,visa-free
Lithuania,Slovenia,visa-free
Lithuania,Solomon Islands,visa-free
Lithuania,Somalia,visa required
Lithuania,South Africa,visa required
Lithuania,South Korea,visa-free
Lithuania,South Sudan,visa required
Lithuania,Spain,visa-free
Lithuania,Sri Lanka,eTA
Lithuania,St. Vincent and the Grenadines,visa-free
Lithuania,Sudan,visa required
Lithuania,Suriname,visa on arrival
Lithuania,Swaziland,visa-free
Lithuania,Sweden,visa-free
Lithuania,Switzerland,visa-free
Lithuania,Syria,visa required
Lithuania,Taiwan,visa-free
Lithuania,Tajikistan,visa required
Lithuania,Tanzania,visa on arrival
Lithuania,Thailand,visa on arrival
Lithuania,Timor-Leste,visa-free
Lithuania,Togo,visa on arrival
Lithuania,Tonga,visa-free
Lithuania,Trinidad and Tobago,visa-free
Lithuania,Tunisia,visa-free
Lithuania,Turkey,visa-free
Lithuania,Turkmenistan,visa required
Lithuania,Tuvalu,visa-free
Lithuania,Uganda,visa on arrival
Lithuania,Ukraine,visa-free
Lithuania,United Arab Emirates,visa-free
Lithuania,United Kingdom,visa-free
Lithuania,United States of America,eTA
Lithuania,Uruguay,visa-free
Lithuania,Uzbekistan,visa required
Lithuania,Vanuatu,visa-free
Lithuania,Vatican City,visa-free
Lithuania,Venezuela,visa-free
Lithuania,Viet Nam,visa required
Lithuania,Yemen,visa required
Lithuania,Zambia,visa on arrival
Lithuania,Zimbabwe,visa on arrival
Poland,Afghanistan,visa required
Poland,Albania,visa-free
Poland,Algeria,visa required
Poland,Andorra,visa-free
Poland,Angola,visa required
Poland,Antigua and Barbuda,visa-free
Poland,Argentina,visa-free
Poland,Armenia,visa-free
Poland,Australia,visa required / eVisa
Poland,Austria,visa-free
Poland,Azerbaijan,visa required / eVisa
Poland,Bahamas,visa-free
Poland,Bahrain,visa on arrival
Poland,Bangladesh,visa on arrival
Poland,Barbados,visa-free
Poland,Belarus,visa-free
Poland,Belgium,visa-free
Poland,Belize,visa-free
Poland,Benin,visa required
Poland,Bhutan,visa required
Poland,Bolivia,visa-free
Poland,Bosnia and Herzegovina,visa-free
Poland,Botswana,visa-free
Poland,Brazil,visa-free
Poland,Brunei,visa-free
Poland,Bulgaria,visa-free
Poland,Burkina Faso,visa on arrival
Poland,Burundi,visa required
Poland,Cambodia,visa on arrival / eVisa
Poland,Cameroon,visa required
Poland,Canada,eTA
Poland,Cape Verde,visa on arrival
Poland,Central African Republic,visa required
Poland,Chad,visa required
Poland,Chile,visa-free
Poland,China,visa required
Poland,Colombia,visa-free
Poland,Comoros,visa on arrival
Poland,Congo,visa required
Poland,Congo (Dem. Rep.),visa required
Poland,Costa Rica,visa-free
Poland,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Poland,Croatia,visa-free
Poland,Cuba,visa required
Poland,Cyprus,visa-free
Poland,Czechia,visa-free
Poland,Denmark,visa-free
Poland,Djibouti,visa on arrival
Poland,Dominica,visa-free
Poland,Dominican Republic,visa-free
Poland,Ecuador,visa-free
Poland,Egypt,visa on arrival
Poland,El Salvador,visa-free
Poland,Equatorial Guinea,visa required
Poland,Eritrea,visa required
Poland,Estonia,visa-free
Poland,Ethiopia,visa on arrival
Poland,Fiji,visa-free
Poland,Finland,visa-free
Poland,France,visa-free
Poland,Gabon,visa required / eVisa
Poland,Gambia,visa-free
Poland,Georgia,visa-free
Poland,Germany,visa-free
Poland,Ghana,visa required
Poland,Greece,visa-free
Poland,Grenada,visa-free
Poland,Guatemala,visa-free
Poland,Guinea,visa required
Poland,Guinea-Bissau,visa on arrival
Poland,Guyana,visa required
Poland,Haiti,visa-free
Poland,Honduras,visa-free
Poland,Hong Kong,visa-free
Poland,Hungary,visa-free
Poland,Iceland,visa-free
Poland,India,e-Visa
Poland,Indonesia,visa-free
Poland,Iran,visa on arrival
Poland,Iraq,visa required
Poland,Ireland,visa-free
Poland,Israel,visa-free
Poland,Italy,visa-free
Poland,Jamaica,visa-free
Poland,Japan,visa-free
Poland,Jordan,visa on arrival
Poland,Kazakhstan,visa-free
Poland,Kenya,visa on arrival / eVisa
Poland,Kiribati,visa-free
Poland,Kosovo,visa-free
Poland,Kuwait,visa on arrival / eVisa
Poland,Kyrgyzstan,visa-free
Poland,Laos,visa on arrival
Poland,Latvia,visa-free
Poland,Lebanon,visa on arrival
Poland,Lesotho,visa required / eVisa
Poland,Liberia,visa required
Poland,Libya,visa required
Poland,Liechtenstein,visa-free
Poland,Lithuania,visa-free
Poland,Luxembourg,visa-free
Poland,Macao,visa-free
Poland,Macedonia (FYROM),visa-free
Poland,Madagascar,visa on arrival
Poland,Malawi,visa on arrival
Poland,Malaysia,visa-free
Poland,Maldives,visa on arrival
Poland,Mali,visa required
Poland,Malta,visa-free
Poland,Marshall Islands,visa-free
Poland,Mauritania,visa on arrival
Poland,Mauritius,visa-free
Poland,Mexico,visa-free
Poland,Micronesia,visa-free
Poland,Moldova,visa-free
Poland,Monaco,visa-free
Poland,Mongolia,visa required
Poland,Montenegro,visa-free
Poland,Morocco,visa-free
Poland,Mozambique,visa on arrival
Poland,Myanmar [Burma],visa required / eVisa
Poland,Namibia,visa required
Poland,Nauru,visa required
Poland,Nepal,visa on arrival
Poland,Netherlands,visa-free
Poland,New Zealand,visa-free
Poland,Nicaragua,visa-free
Poland,Niger,visa required
Poland,Nigeria,visa required
Poland,North Korea,visa required
Poland,Norway,visa-free
Poland,Oman,visa on arrival
Poland,Pakistan,visa required
Poland,Palau,visa-free
Poland,Palestinian Territories,visa-free
Poland,Panama,visa-free
Poland,Papua New Guinea,visa on arrival
Poland,Paraguay,visa-free
Poland,Peru,visa-free
Poland,Philippines,visa-free
Poland,Poland,
Poland,Portugal,visa-free
Poland,Qatar,Visa waiver on arrival
Poland,Romania,visa-free
Poland,Russian Federation,visa required
Poland,Rwanda,visa required / eVisa
Poland,Saint Kitts and Nevis,visa-free
Poland,Saint Lucia,visa-free
Poland,Samoa,visa-free
Poland,San Marino,visa-free
Poland,Sao Tome and Principe,visa-free
Poland,Saudi Arabia,visa required
Poland,Senegal,visa-free
Poland,Serbia,visa-free
Poland,Seychelles,visitor’s permit
Poland,Sierra Leone,visa required
Poland,Singapore,visa-free
Poland,Slovakia,visa-free
Poland,Slovenia,visa-free
Poland,Solomon Islands,visa-free
Poland,Somalia,visa required
Poland,South Africa,visa-free
Poland,South Korea,visa-free
Poland,South Sudan,visa required
Poland,Spain,visa-free
Poland,Sri Lanka,eTA
Poland,St. Vincent and the Grenadines,visa-free
Poland,Sudan,visa required
Poland,Suriname,visa required
Poland,Swaziland,visa-free
Poland,Sweden,visa-free
Poland,Switzerland,visa-free
Poland,Syria,visa required
Poland,Taiwan,visa-free
Poland,Tajikistan,visa required
Poland,Tanzania,visa on arrival
Poland,Thailand,visa-free
Poland,Timor-Leste,visa-free
Poland,Togo,visa on arrival
Poland,Tonga,visa-free
Poland,Trinidad and Tobago,visa-free
Poland,Tunisia,visa-free
Poland,Turkey,visa on arrival / eVisa
Poland,Turkmenistan,visa required
Poland,Tuvalu,visa-free
Poland,Uganda,visa on arrival
Poland,Ukraine,visa-free
Poland,United Arab Emirates,visa-free
Poland,United Kingdom,visa-free
Poland,United States of America,visa required
Poland,Uruguay,visa-free
Poland,Uzbekistan,visa required
Poland,Vanuatu,visa-free
Poland,Vatican City,visa-free
Poland,Venezuela,visa-free
Poland,Viet Nam,visa required
Poland,Yemen,visa required
Poland,Zambia,visa on arrival
Poland,Zimbabwe,visa on arrival
Slovakia,Afghanistan,visa required
Slovakia,Albania,visa-free
Slovakia,Algeria,visa required
Slovakia,Andorra,visa-free
Slovakia,Angola,visa required
Slovakia,Antigua and Barbuda,visa-free
Slovakia,Argentina,visa-free
Slovakia,Armenia,visa-free
Slovakia,Australia,visa required / eVisa
Slovakia,Austria,visa-free
Slovakia,Azerbaijan,visa required / eVisa
Slovakia,Bahamas,visa-free
Slovakia,Bahrain,visa on arrival
Slovakia,Bangladesh,visa on arrival
Slovakia,Barbados,visa-free
Slovakia,Belarus,visa-free
Slovakia,Belgium,visa-free
Slovakia,Belize,visa-free
Slovakia,Benin,visa required
Slovakia,Bhutan,visa required
Slovakia,Bolivia,visa-free
Slovakia,Bosnia and Herzegovina,visa-free
Slovakia,Botswana,visa-free
Slovakia,Brazil,visa-free
Slovakia,Brunei,visa-free
Slovakia,Bulgaria,visa-free
Slovakia,Burkina Faso,visa on arrival
Slovakia,Burundi,visa required
Slovakia,Cambodia,visa on arrival / eVisa
Slovakia,Cameroon,visa required
Slovakia,Canada,eTA
Slovakia,Cape Verde,visa on arrival
Slovakia,Central African Republic,visa required
Slovakia,Chad,visa required
Slovakia,Chile,visa-free
Slovakia,China,visa required
Slovakia,Colombia,visa-free
Slovakia,Comoros,visa on arrival
Slovakia,Congo,visa required
Slovakia,Congo (Dem. Rep.),visa required
Slovakia,Costa Rica,visa-free
Slovakia,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Slovakia,Croatia,visa-free
Slovakia,Cuba,visa required
Slovakia,Cyprus,visa-free
Slovakia,Czechia,visa-free
Slovakia,Denmark,visa-free
Slovakia,Djibouti,visa on arrival
Slovakia,Dominica,visa-free
Slovakia,Dominican Republic,visa-free
Slovakia,Ecuador,visa-free
Slovakia,Egypt,visa on arrival
Slovakia,El Salvador,visa-free
Slovakia,Equatorial Guinea,visa required
Slovakia,Eritrea,visa required
Slovakia,Estonia,visa-free
Slovakia,Ethiopia,visa on arrival
Slovakia,Fiji,visa-free
Slovakia,Finland,visa-free
Slovakia,France,visa-free
Slovakia,Gabon,visa required / eVisa
Slovakia,Gambia,visa required
Slovakia,Georgia,visa-free
Slovakia,Germany,visa-free
Slovakia,Ghana,visa required
Slovakia,Greece,visa-free
Slovakia,Grenada,visa-free
Slovakia,Guatemala,visa-free
Slovakia,Guinea,visa required
Slovakia,Guinea-Bissau,visa on arrival
Slovakia,Guyana,visa required
Slovakia,Haiti,visa-free
Slovakia,Honduras,visa-free
Slovakia,Hong Kong,visa-free
Slovakia,Hungary,visa-free
Slovakia,Iceland,visa-free
Slovakia,India,e-Visa
Slovakia,Indonesia,visa-free
Slovakia,Iran,visa on arrival
Slovakia,Iraq,visa required
Slovakia,Ireland,visa-free
Slovakia,Israel,visa-free
Slovakia,Italy,visa-free
Slovakia,Jamaica,visa-free
Slovakia,Japan,visa-free
Slovakia,Jordan,visa on arrival
Slovakia,Kazakhstan,visa-free
Slovakia,Kenya,visa on arrival / eVisa
Slovakia,Kiribati,visa-free
Slovakia,Kosovo,visa-free
Slovakia,Kuwait,visa on arrival / eVisa
Slovakia,Kyrgyzstan,visa-free
Slovakia,Laos,visa on arrival
Slovakia,Latvia,visa-free
Slovakia,Lebanon,visa on arrival
Slovakia,Lesotho,visa required / eVisa
Slovakia,Liberia,visa required
Slovakia,Libya,visa required
Slovakia,Liechtenstein,visa-free
Slovakia,Lithuania,visa-free
Slovakia,Luxembourg,visa-free
Slovakia,Macao,visa-free
Slovakia,Macedonia (FYROM),visa-free
Slovakia,Madagascar,visa on arrival
Slovakia,Malawi,visa on arrival
Slovakia,Malaysia,visa-free
Slovakia,Maldives,visa on arrival
Slovakia,Mali,visa required
Slovakia,Malta,visa-free
Slovakia,Marshall Islands,visa-free
Slovakia,Mauritania,visa on arrival
Slovakia,Mauritius,visa-free
Slovakia,Mexico,visa-free
Slovakia,Micronesia,visa-free
Slovakia,Moldova,visa-free
Slovakia,Monaco,visa-free
Slovakia,Mongolia,visa required
Slovakia,Montenegro,visa-free
Slovakia,Morocco,visa-free
Slovakia,Mozambique,visa on arrival
Slovakia,Myanmar [Burma],visa required / eVisa
Slovakia,Namibia,visa required
Slovakia,Nauru,visa required
Slovakia,Nepal,visa on arrival
Slovakia,Netherlands,visa-free
Slovakia,New Zealand,visa-free
Slovakia,Nicaragua,visa-free
Slovakia,Niger,visa required
Slovakia,Nigeria,visa required
Slovakia,North Korea,visa required
Slovakia,Norway,visa-free
Slovakia,Oman,visa on arrival
Slovakia,Pakistan,visa required
Slovakia,Palau,visa-free
Slovakia,Palestinian Territories,visa-free
Slovakia,Panama,visa-free
Slovakia,Papua New Guinea,visa on arrival
Slovakia,Paraguay,visa-free
Slovakia,Peru,visa-free
Slovakia,Philippines,visa-free
Slovakia,Poland,visa-free
Slovakia,Portugal,visa-free
Slovakia,Qatar,Visa waiver on arrival
Slovakia,Romania,visa-free
Slovakia,Russian Federation,visa required
Slovakia,Rwanda,visa required / eVisa
Slovakia,Saint Kitts and Nevis,visa-free
Slovakia,Saint Lucia,visa-free
Slovakia,Samoa,visa-free
Slovakia,San Marino,visa-free
Slovakia,Sao Tome and Principe,visa-free
Slovakia,Saudi Arabia,visa required
Slovakia,Senegal,visa-free
Slovakia,Serbia,visa-free
Slovakia,Seychelles,visitor’s permit
Slovakia,Sierra Leone,visa required
Slovakia,Singapore,visa-free
Slovakia,Slovakia,
Slovakia,Slovenia,visa-free
Slovakia,Solomon Islands,visa-free
Slovakia,Somalia,visa required
Slovakia,South Africa,visa required
Slovakia,South Korea,visa-free
Slovakia,South Sudan,visa required
Slovakia,Spain,visa-free
Slovakia,Sri Lanka,eTA
Slovakia,St. Vincent and the Grenadines,visa-free
Slovakia,Sudan,visa required
Slovakia,Suriname,visa on arrival
Slovakia,Swaziland,visa-free
Slovakia,Sweden,visa-free
Slovakia,Switzerland,visa-free
Slovakia,Syria,visa required
Slovakia,Taiwan,visa-free
Slovakia,Tajikistan,visa required
Slovakia,Tanzania,visa on arrival
Slovakia,Thailand,visa-free
Slovakia,Timor-Leste,visa-free
Slovakia,Togo,visa on arrival
Slovakia,Tonga,visa-free
Slovakia,Trinidad and Tobago,visa-free
Slovakia,Tunisia,visa-free
Slovakia,Turkey,visa-free
Slovakia,Turkmenistan,visa required
Slovakia,Tuvalu,visa-free
Slovakia,Uganda,visa on arrival
Slovakia,Ukraine,visa-free
Slovakia,United Arab Emirates,visa-free
Slovakia,United Kingdom,visa-free
Slovakia,United States of America,eTA
Slovakia,Uruguay,visa-free
Slovakia,Uzbekistan,visa required
Slovakia,Vanuatu,visa-free
Slovakia,Vatican City,visa-free
Slovakia,Venezuela,visa-free
Slovakia,Viet Nam,visa required
Slovakia,Yemen,visa required
Slovakia,Zambia,visa on arrival
Slovakia,Zimbabwe,visa on arrival
Slovenia,Afghanistan,visa required
Slovenia,Albania,visa-free
Slovenia,Algeria,visa required
Slovenia,Andorra,visa-free
Slovenia,Angola,visa required
Slovenia,Antigua and Barbuda,visa-free
Slovenia,Argentina,visa-free
Slovenia,Armenia,visa-free
Slovenia,Australia,visa required / eVisa
Slovenia,Austria,visa-free
Slovenia,Azerbaijan,visa required / eVisa
Slovenia,Bahamas,visa-free
Slovenia,Bahrain,visa on arrival
Slovenia,Bangladesh,visa on arrival
Slovenia,Barbados,visa-free
Slovenia,Belarus,visa-free
Slovenia,Belgium,visa-free
Slovenia,Belize,visa-free
Slovenia,Benin,visa required
Slovenia,Bhutan,visa required
Slovenia,Bolivia,visa-free
Slovenia,Bosnia and Herzegovina,visa-free
Slovenia,Botswana,visa-free
Slovenia,Brazil,visa-free
Slovenia,Brunei,visa-free
Slovenia,Bulgaria,visa-free
Slovenia,Burkina Faso,visa on arrival
Slovenia,Burundi,visa required
Slovenia,Cambodia,visa on arrival / eVisa
Slovenia,Cameroon,visa required
Slovenia,Canada,eTA
Slovenia,Cape Verde,visa on arrival
Slovenia,Central African Republic,visa required
Slovenia,Chad,visa required
Slovenia,Chile,visa-free
Slovenia,China,visa required
Slovenia,Colombia,visa-free
Slovenia,Comoros,visa on arrival
Slovenia,Congo,visa required
Slovenia,Congo (Dem. Rep.),visa required
Slovenia,Costa Rica,visa-free
Slovenia,Cote d'Ivoire (Ivory Coast),visa on arrival / eVisa
Slovenia,Croatia,visa-free
Slovenia,Cuba,visa required
Slovenia,Cyprus,visa-free
Slovenia,Czechia,visa-free
Slovenia,Denmark,visa-free
Slovenia,Djibouti,visa on arrival
Slovenia,Dominica,visa-free
Slovenia,Dominican Republic,visa-free
Slovenia,Ecuador,visa-free
Slovenia,Egypt,visa on arrival
Slovenia,El Salvador,visa-free
Slovenia,Equatorial Guinea,visa required
Slovenia,Eritrea,visa required
Slovenia,Estonia,visa-free
Slovenia,Ethiopia,visa required
Slovenia,Fiji,visa-free
Slovenia,Finland,visa-free
Slovenia,France,visa-free
Slovenia,Gabon,visa required / eVisa
Slovenia,Gambia,visa-free
Slovenia,Georgia,visa-free
Slovenia,Germany,visa-free
Slovenia,Ghana,visa required
Slovenia,Greece,visa-free
Slovenia,Grenada,visa-free
Slovenia,Guatemala,visa-free
Slovenia,Guinea,visa required
Slovenia,Guinea-Bissau,visa on arrival
Slovenia,Guyana,visa required
Slovenia,Haiti,visa-free
Slovenia,Honduras,visa-free
Slovenia,Hong Kong,visa-free
Slovenia,Hungary,visa-free
Slovenia,Iceland,visa-free
Slovenia,India,e-Visa
Slovenia,Indonesia,visa-free
Slovenia,Iran,visa on arrival
Slovenia,Iraq,visa required
Slovenia,Ireland,visa-free
Slovenia,Israel,visa-free
Slovenia,Italy,visa-free
Slovenia,Jamaica,visa-free
Slovenia,Japan,visa-free
Slovenia,Jordan,visa on arrival
Slovenia,Kazakhstan,visa-free
Slovenia,Kenya,visa on arrival / eVisa
Slovenia,Kiribati,visa-free
Slovenia,Kosovo,visa-free
Slovenia,Kuwait,visa on arrival / eVisa
Slovenia,Kyrgyzstan,visa-free
Slovenia,Laos,visa on arrival
Slovenia,Latvia,visa-free
Slovenia,Lebanon,visa on arrival
Slovenia,Lesotho,visa required / eVisa
Slovenia,Liberia,visa required
Slovenia,Libya,visa required
Slovenia,Liechtenstein,visa-free
Slovenia,Lithuania,visa-free
Slovenia,Luxembourg,visa-free
Slovenia,Macao,visa-free
Slovenia,Macedonia (FYROM),visa-free
Slovenia,Madagascar,visa on arrival
Slovenia,Malawi,visa on arrival
Slovenia,Malaysia,visa-free
Slovenia,Maldives,visa on arrival
Slovenia,Mali,visa required
Slovenia,Malta,visa-free
Slovenia,Marshall Islands,visa-free
Slovenia,Mauritania,visa on arrival
Slovenia,Mauritius,visa-free
Slovenia,Mexico,visa-free
Slovenia,Micronesia,visa-free
Slovenia,Moldova,visa-free
Slovenia,Monaco,visa-free
Slovenia,Mongolia,visa required
Slovenia,Montenegro,visa-free
Slovenia,Morocco,visa-free
Slovenia,Mozambique,visa on arrival
Slovenia,Myanmar [Burma],visa required / eVisa
Slovenia,Namibia,visa required
Slovenia,Nauru,visa required
Slovenia,Nepal,visa on arrival
Slovenia,Netherlands,visa-free
Slovenia,New Zealand,visa-free
Slovenia,Nicaragua,visa-free
Slovenia,Niger,visa required
Slovenia,Nigeria,visa required
Slovenia,North Korea,visa required
Slovenia,Norway,visa-free
Slovenia,Oman,visa on arrival
Slovenia,Pakistan,visa required
Slovenia,Palau,visa-free
Slovenia,Palestinian Territories,visa-free
Slovenia,Panama,visa-free
Slovenia,Papua New Guinea,visa on arrival
Slovenia,Paraguay,visa-free
Slovenia,Peru,visa-free
Slovenia,Philippines,visa-free
